Section,Subsection,Name,TL,Mass,Price,AmmoPrice,Species,Skill,Book,Page,Contraband,Category,Law,Notes,Mod
Armour,Battle Dress Mods,Integrated Weapon Mount (Close Combat),13,,Cr1000,,,0,CSC 2,36,Weapons,5,1,,Military
Armour,Battle Dress Mods,Integrated Weapon Mount (Heavy),10,0,Cr5000,,,,CSC2023,46,Weapons,4,1,,Military
Armour,Battle Dress Mods,Integrated Weapon Mount (Heavy),13,,Cr5000,,,0,CSC 2,36,Weapons,5,1,,Military
Armour,Battle Dress Mods,Integrated Weapon Mount (Pistol),10,0,Cr500,,,,CSC2023,46,Weapons,4,1,,Military
Armour,Battle Dress Mods,Integrated Weapon Mount (Pistol),13,,Cr500,,,0,CSC 2,36,Weapons,5,1,,Military
Armour,Battle Dress Mods,Integrated Weapon Mount (Rifle),10,0,Cr1000,,,,CSC2023,46,Weapons,4,1,,Military
Armour,Battle Dress Mods,Integrated Weapon Mount (Rifle),13,,Cr1000,,,0,CSC 2,36,Weapons,5,1,,Military
Armour,Battle Dress Mods,Integrated Weapon Mount (Vehicle),10,0,Cr10000,,,,CSC2023,46,Weapons,4,1,,Military
Armour,Battle Dress Mods,Ion Shield,14,0,Cr5000,,,,CSC2023,46,Weapons,4,1,,Military
Armour,Battle Dress Mods,Parachute,9,0,Cr2500,,,,CSC2023,47,Weapons,4,1,,Military
Armour,Battle Dress Mods,Parachute,13,,Cr2500,,,0,CSC 2,38,Weapons,5,1,,Military
Armour,Battle Dress Mods,Parachute (Thin Atmosphere),9,0,Cr5000,,,,CSC2023,47,Weapons,4,1,,Military
Armour,Battle Dress Mods,Prismatic Aerosol,9,0,Cr6000,,,,CSC2023,47,Weapons,4,1,,Military
Armour,Battle Dress Mods,Prismatic Aerosol,13,,Cr6000,,,0,CSC 2,38,Weapons,5,1,,Military
Armour,Battle Dress Mods,Sensor Suite (+1),13,,Cr20000,,,0,CSC 2,38,Weapons,5,1,,Military
Armour,Battle Dress Mods,Sensor Suite (+2),14,,Cr50000,,,0,CSC 2,38,Weapons,5,1,,Military
Armour,Battle Dress Mods,Sensor Suite (+3),15,,Cr65000,,,0,CSC 2,38,Weapons,5,1,,Military
Armour,Battle Dress Mods,Sensor Suite TL-13,13,0,Cr20000,,,,CSC2023,47,Weapons,4,1,,Military
Armour,Battle Dress Mods,Sensor Suite TL-14,14,0,Cr50000,,,,CSC2023,47,Weapons,4,1,,Military
Armour,Battle Dress Mods,Sensor Suite TL-15,15,0,Cr65000,,,,CSC2023,47,Weapons,4,1,,Military
Armour,Battle Dress Mods,Stealth (+1),13,,Cr50000,,,0,CSC 2,38,Weapons,5,1,,Military
Armour,Battle Dress Mods,Stealth (+2),14,,Cr100000,,,0,CSC 2,38,Weapons,5,1,,Military
Armour,Battle Dress Mods,Stealth (+3),15,,Cr125000,,,0,CSC 2,38,Weapons,5,1,,Military
Armour,Battle Dress Mods,Stealth TL-13,13,0,Cr50000,,,,CSC2023,47,Weapons,4,1,,Military
Armour,Battle Dress Mods,Stealth TL-14,14,0,Cr100000,,,,CSC2023,47,Weapons,4,1,,Military
Armour,Battle Dress Mods,Stealth TL-15,15,0,Cr125000,,,,CSC2023,47,Weapons,4,1,,Military
Armour,Battle Dress Mods,Vehicle Weapon  Mount,13,,Cr10000,,,0,CSC 2,38,Weapons,5,1,,Military
Armour,Civilian Suits,Ceremonial Armour,3,8,Cr2500 ,,Geonee,,Aliens 3,126,Weapons,,,,
Armour,Civilian Suits,Emergency Hostile Environment Suit,10,20,Cr9000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,Emergency Softsuit,10,10,Cr2000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"Environment Suit, Basic",8,1,Cr500,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"Environment Suit, Improved",10,2,Cr500,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,Explosive Ordnance Disposal Suit,8,35,Cr8000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,Gel Suit,10,3,Cr30000,,Darrian,,Aliens 3,64,,,,,
Armour,Civilian Suits,"HEV Suit, Advanced",13,20,Cr40000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"HEV Suit, Basic",9,40,Cr24000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"HEV Suit, Enhanced",11,30,Cr22000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"HEV Suit, Improved",10,30,Cr20000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"HEV Suit, Superior",14,10,Cr60000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,Hostile Mining Vacc Suit-14,14,20,Cr75000,,Darrian,,Aliens 3,64,,,,,
Armour,Civilian Suits,Hostile Mining Vacc Suit-9,9,25,Cr35000,,Darrian,,Aliens 3,64,,,,,
Armour,Civilian Suits,Llyrnian Traditional Armour,2,15,Cr1750 ,,Geonee,,Aliens 3,126,Weapons,,,,
Armour,Civilian Suits,Pressure Sleeve,10,—,Cr600,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,Rescue Suit,12,22,Cr25000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"Shipsuit, Deluxe",14,4,Cr60000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"Shipsuit, Standard",14,2,Cr30000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,Skinsuit,14,1,Cr100000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,Travel Suit,12,12,Cr125000,,Dolphin,Vacc Suit 1,Aliens 3,174,,,,,
Armour,Civilian Suits,Travel Suit,15,7,Cr150000,,Dolphin,Vacc suit 0,Aliens 3,174,,,,,
Armour,Civilian Suits,Travel Suit-12,12,,Cr350000,,Orca,,Aliens 3,224,,,,,
Armour,Civilian Suits,Travel Suit-15,15,,Cr425000,,Orca,,Aliens 3,224,,,,,
Armour,Civilian Suits,"Vacc Suit, Advanced",12,8,Cr20000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"Vacc Suit, Basic",8,28,Cr12000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,"Vacc Suit, Improved",10,12,Cr10000,,,,CSC2023,28,,1,,,
Armour,Civilian Suits,Walker Suit,9,35,Cr80000,,Dolphin,Vacc Suit 2,Aliens 3,174,,,,,
Armour,Civilian Suits,Walker Suit,11,28,Cr120000,,Dolphin,Vacc Suit 1,Aliens 3,174,,,,,
Armour,Civilian Suits,Walker Suit,14,20,Cr100000,,Dolphin,Vacc suit 0,Aliens 3,174,,,,,
Armour,Military Suits,"Boarding Vacc Suit, Advanced",13,12,Cr48000,,,Vacc Suit 1,CSC2023,33,Weapons,4,2,,Military
Armour,Military Suits,"Boarding Vacc Suit, Basic",11,25,Cr18000,,,Vacc Suit 1,CSC2023,33,Weapons,4,2,,Military
Armour,Military Suits,"Boarding Vacc Suit, Improved",12,12,Cr24000,,,Vacc Suit 1,CSC2023,33,Weapons,4,2,,Military
Armour,Military Suits,Ceramic Combat Armour,13,15,Cr90000,,,Vacc Suit 1,CSC2023,33,Weapons,4,2,,Military
Armour,Military Suits,"Combat Armour, Advanced",14,12,Cr160000,,,Vacc Suit 0,CSC2023,33,Weapons,4,2,,Military
Armour,Military Suits,"Combat Armour, Basic",10,20,Cr96000,,,Vacc Suit 1,CSC2023,33,Weapons,4,2,,Military
Armour,Military Suits,"Combat Armour, Improved",12,16,Cr88000,,,Vacc Suit 0,CSC2023,33,Weapons,4,2,,Military
Armour,Military Suits,Combat Environment Suit,10,4,Cr1000,,,,CSC2023,33,Weapons,4,2,,Military
Armour,Military Suits,Guard Armour,14,6,Cr800000,,Darrian,Vacc Suit 0,Aliens 3,64,Weapons,4,2,,
Armour,Military Suits,Llyrnian Combat Armour,12,20,Cr132000,,Geonee,Vacc Suit 0,Aliens 3,126,Weapons,4,2,,Military
Armour,Military Suits,Llyrnian Combat Armour,15,16,Cr240000,,Geonee,Vacc Suit 0,Aliens 3,126,Weapons,4,2,,Military
Armour,Military Suits,Militia Armour,12,2,Cr25000,,Darrian,,Aliens 3,64,Weapons,4,2,,Military
Armour,Military Suits,Psi-Enhanced Combat Armour,16,10,Cr500000,,,,CSC2023,33,Weapons,4,2,,Military
Armour,Military Suits,Sonar Stealth Suit,9,,Cr10000,,Dolphin,,Aliens 3,174,,,,,
Armour,Non-Powered Suits,Boarding Vacc Suit-11,11,25,Cr18000,0,,Vacc Suit 1,CSC 2,19,Weapons,4,2,,
Armour,Non-Powered Suits,Boarding Vacc Suit-12,12,12,Cr24000,0,,Vacc Suit 1,CSC 2,19,Weapons,4,2,,
Armour,Non-Powered Suits,Ceramic Combat Armour,13,15,Cr300000,0,,Vacc Suit 1,CSC 2,20,Weapons,4,2,,Military
Armour,Non-Powered Suits,Ceremonial Armour,2,1,Cr1750,0,Bwap,,Aliens 3,256,Weapons,4,2,,
Armour,Non-Powered Suits,Combat Armour-10,10,20,Cr96000,0,,Vacc Suit 1,CSC 2,20,Weapons,4,2,,Military
